序号,上部温度1,上部温度2,上部温度3,上部温度4,上部温度5,上部温度6,上部温度7,上部温度8,上部温度9,上部温度10,上部温度11,上部温度12,上部温度13,上部温度14,上部温度15,上部温度16,上部温度17,下部温度1,下部温度2,下部温度3,下部温度4,下部温度5,下部温度6,下部温度7,下部温度8,下部温度9,下部温度10,下部温度11,下部温度12,下部温度13,下部温度14,下部温度15,下部温度16,下部温度17
111,276.4894778094887,352.8052576654108,440.41707112999205,511.51791914249605,575.9576679613766,656.8034597448955,736.3596536661969,837,837,837,837,837,837,837,837,837,750,212.5424611778348,304.9292341695426,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
112,276.1857601763512,353.88410346373973,440.7916142671367,511.8687393321909,574.7443297286072,656.8701900601965,736.0974079720839,837,837,837,837,837,837,837,837,837,750,212.400095743606,304.9292341695426,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
113,270.99205325799954,343.86297471055644,434.8165446315395,509.73932612264025,572.8801519724381,665.9751958575474,736.2558665738109,837,837,837,837,837,837,837,837,837,750,206.5804396725521,303.61688566541284,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
114,277.70214671678787,353.85246020391986,440.6424528307816,511.9827363167987,575.6613379486059,656.3256030697684,735.8737566357064,837,837,837,837,837,837,837,837,837,750,212.5439584016696,305.4684336502624,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
115,275.46013607963425,353.88410346373973,440.7719927434992,511.7676609707704,574.7624832412884,656.7576423641802,737.4778202207295,837,837,837,837,837,837,837,837,837,750,211.93381376219625,304.92500941113406,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
116,278.3059944343047,352.8052576654108,440.986054647079,511.461250139786,576.3679745537817,656.7921567062997,738.6875350132541,837,837,837,837,837,837,837,837,837,750,212.07517343739607,304.92500941113406,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
117,276.3149998882626,353.9058244400747,440.8093326442687,510.74167511876544,573.9502114229266,656.6413859499675,736.83382800164,837,837,837,837,837,837,837,837,837,750,212.37516274656377,304.9292341695426,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
118,276.54246342064675,352.6499821820788,440.2783087368186,511.80021858329343,575.1106824051562,656.473671949674,736.3998177808929,837,837,837,837,837,837,837,837,837,750,212.35840041469464,304.9292341695426,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
119,276.7179271168624,353.88410346373973,440.7719927434992,511.4579715814532,575.8532085964265,656.7389721860329,735.7690166141197,837,837,837,837,837,837,837,837,837,750,211.89997842256903,304.92500941113406,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
120,277.5052978170995,353.88410346373973,440.7916142671367,511.8243299734804,574.7155411787538,656.717067715631,736.0590553066257,837,837,837,837,837,837,837,837,837,750,212.400095743606,304.9292341695426,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
121,276.3149998882626,353.9058244400747,440.4271072079802,510.661440090506,573.9502114229266,656.6413859499675,736.8206034085089,837,837,837,837,837,837,837,837,837,750,211.90787500612507,304.9292341695426,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
122,277.7748132687831,353.9058244400747,440.64116911156015,511.2146714678131,577.581312786551,656.6918290994648,737.1427304243723,837,837,837,837,837,837,837,837,837,750,212.5424611778348,304.9292341695426,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
123,276.3149998882626,353.9058244400747,440.3797312292225,510.74167511876544,575.1106824051562,656.705394308935,735.8353962334338,837,837,837,837,837,837,837,837,837,750,212.37516274656377,304.47299771375333,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
124,276.04548443657904,353.76226724026105,440.7295973984085,511.7489455058961,573.9674264035357,656.1706445933588,736.8049741872846,837,837,837,837,837,837,837,837,837,750,211.9266742757784,304.9482812789273,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
125,277.5052978170995,352.8052576654108,440.39935275286,511.8727509345914,575.9758214740577,656.6332314663106,737.0965384973983,837,837,837,837,837,837,837,837,837,749,212.52569884596565,304.9292341695426,400,500,500,600,720,837,837,837,837,837,837,837,837,837,749
126,277.7748132687831,353.88410346373973,440.8093326442687,511.8243299734804,575.900150658961,656.7452422762957,737.3187395201655,837,837,837,837,837,837,837,837,837,747,212.5424611778348,304.9292341695426,400,500,500,600,720,837,837,837,837,837,837,837,837,837,747
127,276.3149998882626,347.39248081776435,437.6863088912417,510.661440090506,574.8885352188952,656.6413859499675,736.3525519653214,836,836,836,836,836,836,836,836,836,745,211.89111267425596,304.9292341695426,400,500,500,600,720,836,836,836,836,836,836,836,836,836,745
128,279.22010400957544,346.14509056426425,437.0253970978036,511.3513336244327,575.3511361732469,656.6308046499878,737.0299245847675,836,836,836,836,836,836,836,836,836,744,212.9177725662007,304.64990086941816,400,500,500,600,720,836,836,836,836,836,836,836,836,836,744
129,276.4894778094887,353.9058244400747,442.2487777684181,511.2882304568158,575.8841686689607,656.8034597448955,736.3640118812323,836,836,836,836,836,836,836,836,836,742,212.5424611778348,304.5249935885976,400,500,500,600,720,836,836,836,836,836,836,836,836,836,742
130,276.3149998882626,343.80309986560206,437.07101561109897,510.661440090506,574.8885352188952,656.6413859499675,736.4101066629794,836,836,836,836,836,836,836,836,836,740,211.90787500612507,304.9292341695426,400,500,500,600,720,836,836,836,836,836,836,836,836,836,740
131,276.4894778094887,343.80309986560206,439.529627647522,511.2091496269851,575.9214662349309,656.6309542587019,736.548425114819,836,836,836,836,836,836,836,836,836,738,212.5424611778348,304.9292341695426,400,500,500,600,720,836,836,836,836,836,836,836,836,836,738
132,276.3149998882626,353.9058244400747,439.76241127687473,510.74167511876544,574.8885352188952,656.6413859499675,736.5039753310624,836,836,836,836,836,836,836,836,836,737,212.37516274656377,304.9292341695426,400,500,500,600,720,836,836,836,836,836,836,836,836,836,737
133,276.01128225512514,343.6261034059351,433.62506351655816,511.2837074037053,574.7497656631316,656.9042320484365,735.9833995455681,836,836,836,836,836,836,836,836,836,735,212.21603498046585,304.93630245015737,400,500,500,600,720,836,836,836,836,836,836,836,836,836,735
134,276.04548443657904,342.5806968674595,436.9536978164192,511.3310461572161,574.8356679683554,656.0474340095259,736.8031358838754,836,836,836,836,836,836,836,836,836,733,212.35840041469464,304.93630245015737,400,500,500,600,720,836,836,836,836,836,836,836,836,836,733
135,277.7748132687831,353.9058244400747,442.2487777684181,511.2146714678131,576.8384744549296,656.7495534860126,736.5967011753028,836,836,836,836,836,836,836,836,836,732,212.5424611778348,304.9292341695426,400,500,500,600,720,836,836,836,836,836,836,836,836,836,732
136,276.3149998882626,339.113133318401,432.9477013844436,510.68498910663465,573.6006708985313,656.6952922088503,737.4659515501123,836,836,836,836,836,836,836,836,836,730,212.37516274656377,304.4772224721619,400,500,500,600,720,836,836,836,836,836,836,836,836,836,730
137,276.2081311548135,353.9695580289864,442.0626393964869,512.0772556967551,573.5753876730515,656.9381655689339,736.8736262705971,836,836,836,836,836,836,836,836,836,728,212.23380307136395,304.92500941113406,400,500,500,600,720,836,836,836,836,836,836,836,836,836,728
138,276.80579481386025,327.3233171590456,422.24918337153775,511.4428800131949,567.7236322919562,655.2848245061679,735.1619041567466,836,836,836,836,836,836,836,836,836,726,213.3187484759512,303.97968087203026,400,500,500,600,720,836,836,836,836,836,836,836,836,836,726
139,276.04548443657904,340.1368188805417,432.8886742371304,510.8547261247264,574.7497656631316,656.6092185066486,735.4510668713589,836,836,836,836,836,836,836,836,836,725,212.37516274656377,303.9879220875275,400,500,500,600,720,836,836,836,836,836,836,836,836,836,725
140,277.7748132687831,353.9058244400747,442.2487777684181,511.2146714678131,575.9509959652414,656.7246182983697,736.2454587041073,836,836,836,836,836,836,836,836,836,723,212.5424611778348,304.9292341695426,400,500,500,600,720,836,836,836,836,836,836,836,836,836,723
141,276.61333274164144,341.33402965089914,433.7638259097316,510.85714722309785,573.6006708985313,656.5250639302654,737.212895826171,836,836,836,836,836,836,836,836,836,721,212.37516274656377,304.92500941113406,400,500,500,600,720,836,836,836,836,836,836,836,836,836,721
142,276.03180555613113,343.8964139704097,438.8557142809696,512.2827741440027,573.4521230918576,659.9578062764883,735.8802993430531,836,836,836,836,836,836,836,836,836,719,210.56835760941203,303.61688566541284,400,500,500,600,720,836,836,836,836,836,836,836,836,836,719
143,276.85650582995794,352.845626228485,442.2306964260926,511.6134780110901,573.622329735586,656.4909982708944,737.3285894238171,836,836,836,836,836,836,836,836,836,718,212.37516274656377,305.1243010160343,400,500,500,600,720,836,836,836,836,836,836,836,836,836,718
144,276.04548443657904,343.7813788892671,436.9561165883518,511.339928456011,574.8538214810366,656.6175536428617,736.2489869581641,836,836,836,836,836,836,836,836,836,716,212.37516274656377,304.92500941113406,400,500,500,600,720,836,836,836,836,836,836,836,836,836,716
145,276.04548443657904,343.7813788892671,433.7004001310875,511.3561841851079,574.7497656631316,656.6816867643521,736.3669827925012,836,836,836,836,836,836,836,836,836,714,212.35840041469464,304.9320776917488,400,500,500,600,720,836,836,836,836,836,836,836,836,836,714
146,276.04548443657904,343.7813788892671,439.5200422018728,511.37489964998207,574.8538214810366,656.6373930673134,737.0201932079038,836,836,836,836,836,836,836,836,836,712,212.37616850559277,304.92500941113406,400,500,500,600,720,836,836,836,836,836,836,836,836,836,712
147,276.04548443657904,340.170258140395,432.9577374624319,510.4322632375245,574.7497656631316,656.6370747402506,736.4400581822782,836,836,836,836,836,836,836,836,836,711,212.35840041469464,304.93630245015737,400,500,500,600,720,836,836,836,836,836,836,836,836,836,711
148,276.01128225512514,340.014982657063,432.7713564424506,510.5133042080301,574.684670087916,656.4267526657882,737.32801834142,836,836,836,836,836,836,836,836,836,709,212.23380307136395,304.9527981073457,400,500,500,600,720,836,836,836,836,836,836,836,836,836,709
149,276.4998025856624,342.72425406727314,439.5100061238845,511.2179500261459,575.6357114620413,656.7823851033394,737.2398502295695,836,836,836,836,836,836,836,836,836,707,212.56022926873288,304.92500941113406,400,500,500,600,720,836,836,836,836,836,836,836,836,836,707
150,276.3149998882626,343.80309986560206,433.7563862586378,510.74167511876544,574.7375373384557,656.6308046499878,736.4341892723147,836,836,836,836,836,836,836,836,836,705,212.37516274656377,304.9292341695426,400,500,500,600,720,836,836,836,836,836,836,836,836,836,705
151,276.773514501789,339.1768669073128,435.3267861592954,512.3321807799997,574.684670087916,656.7467970264902,736.3772158697773,836,836,836,836,836,836,836,836,836,704,212.36725192321236,304.47299771375333,400,500,500,600,720,836,836,836,836,836,836,836,836,836,704
152,271.01035636076307,339.82677701032867,431.1023378634554,506.1185441118952,574.2751134928903,660.4263026907456,737.5557149872744,836,836,836,836,836,836,836,836,836,702,202.86800496145463,303.61688566541284,400,500,500,600,720,836,836,836,836,836,836,836,836,836,702
153,275.55517361009174,340.03051347488497,428.9413124193804,509.9465801866759,574.7496579701364,656.3043978019621,736.5170871399916,836,836,836,836,836,836,836,836,836,700,212.39293083746188,305.1983326145986,400,500,500,600,720,836,836,836,836,836,836,836,836,836,700
154,276.3149998882626,343.80309986560206,439.5573821026423,511.2146714678131,574.8883378672803,656.6370747402506,736.5246136003094,836,836,836,836,836,836,836,836,836,700,212.35840041469464,304.9292341695426,400,500,500,600,720,836,836,836,836,836,836,836,836,836,700
155,276.4998025856624,340.23346287623525,436.2324740241429,511.80404250626384,575.5316556441363,656.8243307650351,737.3046976035245,836,836,836,836,836,836,836,836,836,700,212.400095743606,304.9292341695426,400,500,500,600,720,836,836,836,836,836,836,836,836,836,700
156,276.4552756280348,343.7813788892671,439.5396637255103,511.8243299734804,575.6826535245758,656.9431706998,736.6466912280953,836,836,836,836,836,836,836,836,836,700,212.5424611778348,304.9292341695426,400,500,500,600,720,836,836,836,836,836,836,836,836,836,700
157,276.4552756280348,343.7813788892671,436.2425101021311,511.8243299734804,575.5785977066708,657.0154760244889,736.7537844893094,836,836,836,836,836,836,836,836,836,700,212.400095743606,304.9292341695426,400,500,500,600,720,836,836,836,836,836,836,836,836,836,700
158,276.04548443657904,338.9695761185874,432.84066231580215,510.2147953460328,574.7844794009902,656.2632084264113,737.534865705702,836,836,836,836,836,836,836,836,836,700,212.35840041469464,304.9292341695426,400,500,500,600,720,836,836,836,836,836,836,836,836,836,700
159,276.2423333362674,339.0652824577569,431.5153993038847,511.1863852473574,574.4617086321944,656.7654672046375,737.2975567599012,836,836,836,836,836,836,836,836,836,700,212.21603498046585,304.9292341695426,400,500,500,600,720,836,836,836,836,836,836,836,836,836,700
160,276.57666560210066,338.8895781371469,428.9792579333934,510.3755772253937,574.6498486570621,656.7139623869977,736.3772158697773,836,836,836,836,836,836,836,836,836,700,212.37516274656377,304.4772224721619,400,500,500,600,720,836,836,836,836,836,836,836,836,836,700
161,276.85032177148787,326.24447136071666,422.2033475740921,511.319843462266,567.6707650414164,655.5282110848661,737.1127941941893,836,836,836,836,836,836,836,836,836,700,213.46111391018,303.97968087203026,400,500,500,600,720,836,836,836,836,836,836,836,836,836,700
162,275.46013607963425,340.1368188805417,435.90156158215206,511.2874862015664,574.7669806437407,656.7206254157156,736.9391273187872,836,836,836,836,836,836,836,836,836,700,212.54346693686372,303.9949903681423,400,500,500,600,720,836,836,836,836,836,836,836,836,836,700
163,278.7214808606171,341.3084500483323,429.2071352197968,509.79194486313753,575.0510648018193,656.5253822573283,738.080654146043,836,836,836,836,836,836,836,836,836,700,212.9177725662007,304.6456761110096,400,500,500,600,720,836,836,836,836,836,836,836,836,836,700
164,277.32864297342354,338.4754297427164,428.9935121352879,511.06240265023007,574.4244110662241,656.9693423105746,738.3805983037681,836,836,836,836,836,836,836,836,836,700,212.21603498046585,304.520768830189,400,500,500,600,720,836,836,836,836,836,836,836,836,836,700
165,276.01128225512514,338.7343026538149,428.9795911106774,510.3717533024233,574.52680420741,656.7476092143498,737.0666392200512,836,836,836,836,836,836,836,836,836,700,212.21603498046585,304.9292341695426,400,500,500,600,720,836,836,836,836,836,836,836,836,836,700
166,276.04548443657904,339.9684239354758,429.12838958183903,510.4322632375245,574.5086506947289,656.6549613422901,736.4579606598878,836,836,836,836,836,836,836,836,836,700,212.23279731233495,304.7883232948405,400,500,500,600,720,836,836,836,836,836,836,836,836,836,700
167,277.0246217278074,339.0260295639532,427.7368220383404,509.68841383330073,578.3365157769122,660.6422066401477,738.7406919277558,836,836,836,836,836,836,836,836,836,700,211.4096272323935,304.9234828275618,400,500,500,600,720,836,836,836,836,836,836,836,836,836,700
