序号,上部温度1,上部温度2,上部温度3,上部温度4,上部温度5,上部温度6,上部温度7,上部温度8,上部温度9,上部温度10,上部温度11,上部温度12,上部温度13,上部温度14,上部温度15,上部温度16,上部温度17,下部温度1,下部温度2,下部温度3,下部温度4,下部温度5,下部温度6,下部温度7,下部温度8,下部温度9,下部温度10,下部温度11,下部温度12,下部温度13,下部温度14,下部温度15,下部温度16,下部温度17
99,247.73,331.33,406.35,504.15,574.88,648.52,735.69,837.2,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.54,752.02,218.42,300.78,400.17,500.04,523.13,608.8,719.99,836.99,494.29,837.06,836.71,836.73,836.82,836.87,836.78,837.16,750.07
100,247.73,331.28,406.35,504.17,574.84,648.52,735.71,837.21,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.57,752.12,218.62,300.78,400.12,500.07,523.13,608.81,719.99,836.99,494.29,837.09,836.72,836.73,836.84,836.87,836.76,837.15,750.07
101,247.73,331.33,406.4,504.17,575.03,648.93,735.69,837.2,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.54,752.13,218.42,300.78,400.13,500.04,523.13,608.79,719.99,836.99,494.29,837.06,836.66,836.73,836.82,836.87,836.78,837.16,750.08
102,247.73,331.28,406.35,504.16,574.84,647.51,735.71,837.21,837.07,837.28,837.19,837.14,836.88,836.39,837.21,838.57,751.94,218.61,300.78,400.12,500.07,523.13,608.88,719.99,836.99,494.29,837.09,836.72,836.76,836.84,836.87,836.76,837.18,750.06
103,247.73,331.33,406.4,504.17,575.06,647.52,735.69,837.21,837.07,837.28,837.19,837.14,836.88,836.39,837.22,838.57,751.97,218.64,300.78,400.03,500.03,523.13,608.81,719.98,836.99,494.29,837.09,836.71,836.76,836.84,836.87,836.76,837.16,750.08
104,247.73,331.33,406.43,504.15,575.03,647.52,735.69,837.2,837.07,837.28,837.19,837.14,836.88,836.39,837.2,838.51,751.89,218.64,300.78,400.03,500.04,523.13,608.79,719.99,836.99,494.29,837.09,836.71,836.77,836.84,836.87,836.76,837.16,750.08
105,247.73,331.33,406.4,504.15,575.03,647.52,735.69,837.21,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.57,752.07,218.64,300.78,400.01,500.04,523.16,608.79,719.99,836.99,494.29,837.09,836.71,836.73,836.84,836.87,836.76,837.15,750.08
106,247.73,331.33,406.4,504.17,575.02,648.93,735.69,837.21,837.07,837.28,837.19,837.14,836.88,836.39,837.21,838.57,752.08,218.64,300.78,400.03,500.08,523.13,608.81,719.99,836.99,494.29,837.09,836.71,836.76,836.84,836.87,836.76,837.16,750.08
107,247.8,331.3,406.6,504.2,575.04,647.72,735.69,837.21,837.07,837.28,837.19,837.14,836.88,836.39,837.21,838.56,751.34,218.69,300.77,400.1,500.01,523.13,608.79,720.02,836.99,494.24,837.09,836.71,836.76,836.8,836.87,836.76,837.16,750.07
108,247.8,331.34,406.4,504.17,575.03,647.52,735.11,837.21,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.57,751.99,218.42,300.79,400.13,500.04,523.2,614.55,719.99,836.99,494.29,837.09,836.71,836.73,836.83,836.87,836.78,837.16,750.07
109,247.87,331.32,406.35,504.15,575.28,647.74,735.69,837.2,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.57,752.0,218.41,300.77,400.09,500.07,523.11,608.76,719.99,836.99,494.29,837.06,836.71,836.73,836.82,836.87,836.78,837.16,750.08
110,248.41,331.68,406.35,504.15,574.88,647.52,735.69,837.21,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.57,751.96,218.64,300.78,400.03,500.04,523.13,608.8,719.99,836.99,494.29,837.09,836.71,836.73,836.84,836.87,836.76,837.16,750.08
111,248.69,331.7,406.4,504.17,575.03,647.52,735.69,837.21,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.57,752.05,218.42,300.79,400.13,500.04,523.16,608.79,719.99,836.99,494.29,837.09,836.71,836.73,836.84,836.87,836.78,837.17,750.08
112,248.71,331.71,406.43,504.15,575.43,647.52,735.69,837.19,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.57,751.86,218.33,300.78,400.0,499.91,523.16,608.79,720.03,836.99,494.29,837.06,836.7,836.73,836.82,836.87,836.78,837.16,750.09
113,248.69,331.79,405.85,505.78,574.91,656.02,735.75,837.2,837.1,837.28,837.19,837.09,836.88,836.34,837.33,838.52,752.03,218.57,300.81,399.77,500.16,523.12,608.75,720.65,836.91,494.21,837.08,836.78,836.76,836.82,836.88,836.84,837.18,750.01
114,248.71,331.42,406.43,504.17,575.43,648.37,735.08,837.2,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.57,751.73,218.33,300.79,399.94,499.92,523.19,616.83,720.05,836.99,494.29,837.05,836.78,836.73,836.82,836.87,836.78,837.16,750.08
115,248.15,331.78,406.43,504.17,575.42,649.12,735.69,837.2,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.57,751.96,218.19,300.8,399.9,499.9,523.13,608.81,720.05,836.99,494.29,837.03,836.75,836.73,836.82,836.87,836.78,837.16,750.09
116,248.71,331.51,406.43,504.17,575.43,649.11,735.26,837.19,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.57,751.99,218.33,300.81,399.9,499.93,523.18,616.88,720.06,836.99,494.29,837.06,836.7,836.73,836.82,836.87,836.78,837.16,750.08
117,248.71,332.02,406.35,504.15,575.28,647.52,735.69,837.2,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.57,751.95,218.42,300.78,400.1,500.04,523.13,608.78,719.99,836.99,494.29,837.06,836.72,836.73,836.84,836.87,836.78,837.16,750.08
118,248.71,332.56,406.35,504.15,574.88,647.52,735.69,837.21,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.57,751.94,218.64,300.78,400.14,500.06,523.13,608.81,719.99,836.99,494.29,837.09,836.71,836.73,836.84,836.87,836.76,837.15,750.08
119,248.71,332.49,406.43,504.17,575.38,649.12,735.25,837.21,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.57,752.04,218.42,300.79,400.06,500.06,523.19,617.09,719.99,836.99,494.29,837.09,836.71,836.73,836.83,836.87,836.78,837.16,750.07
120,248.15,332.81,406.43,504.17,575.43,648.06,735.69,837.2,837.08,837.28,837.19,837.14,836.88,836.35,837.21,838.57,751.79,218.19,300.81,399.94,499.86,523.15,608.79,720.02,836.99,494.29,837.03,836.75,836.73,836.82,836.87,836.78,837.16,750.08
121,248.71,332.81,406.35,504.17,575.28,649.11,735.69,837.2,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.54,752.09,218.42,300.79,400.06,500.05,523.13,608.78,720.0,836.99,494.29,837.06,836.71,836.73,836.82,836.87,836.78,837.16,750.08
122,248.71,332.52,406.43,504.17,575.03,648.52,735.21,837.21,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.57,752.12,218.64,300.8,400.13,500.04,523.18,616.82,719.99,836.99,494.29,837.09,836.71,836.73,836.84,836.87,836.76,837.17,750.07
123,248.71,332.81,406.35,504.15,574.88,648.52,735.69,837.2,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.57,751.95,218.42,300.78,400.17,500.06,523.13,608.78,719.99,836.99,494.29,837.06,836.72,836.73,836.84,836.87,836.78,837.16,750.07
124,248.71,332.81,406.4,504.15,575.37,649.05,735.69,837.19,837.07,837.28,837.19,837.14,836.88,836.35,837.21,838.57,751.95,218.33,300.78,400.04,499.93,523.13,608.81,720.02,836.99,494.29,837.06,836.7,836.73,836.82,836.87,836.78,837.16,750.09
125,248.71,332.8,406.43,504.15,574.94,647.52,735.69,837.21,837.07,837.28,837.19,837.07,836.88,836.35,837.11,838.57,752.07,218.64,300.78,400.03,500.04,523.16,608.79,719.99,836.99,494.23,837.09,836.71,836.73,836.84,836.73,836.68,837.15,749.17
126,248.71,332.48,406.43,504.17,575.34,647.74,735.08,837.06,837.07,837.11,836.98,837.07,836.83,836.21,837.09,838.57,749.73,218.33,300.79,400.03,499.91,523.18,616.83,720.03,836.86,494.23,837.02,836.75,836.65,836.77,836.64,836.68,837.16,745.49
127,248.71,334.36,406.35,504.25,574.19,648.22,735.69,834.93,834.07,834.68,834.8,833.98,834.67,834.45,835.12,834.81,749.63,218.62,300.41,400.06,500.06,523.42,608.78,719.99,834.77,493.36,834.68,835.42,834.7,835.09,834.51,834.7,835.27,743.04
128,248.72,334.23,406.51,503.98,574.17,647.49,735.69,834.94,834.07,834.68,834.8,833.97,834.65,834.47,835.1,834.88,750.02,218.44,300.34,400.31,500.08,519.96,608.76,720.02,834.78,493.36,834.69,835.44,834.7,835.08,834.52,834.69,835.26,742.46
129,248.71,334.35,406.43,504.23,574.47,646.95,735.69,834.93,834.07,834.68,834.81,833.98,834.68,834.46,835.11,834.82,748.87,218.84,300.4,400.03,500.05,523.44,608.79,719.99,834.79,493.36,834.7,835.44,834.7,835.1,834.51,834.72,835.27,742.09
130,248.71,334.35,406.35,504.25,574.32,648.22,735.69,834.93,834.07,834.68,834.8,833.98,834.67,834.45,835.12,834.81,747.29,218.62,300.41,400.06,500.05,523.42,608.78,719.99,834.78,493.36,834.68,835.44,834.7,835.08,834.51,834.7,835.27,737.46
131,248.71,334.35,406.4,504.25,574.37,646.95,735.69,834.93,834.07,834.68,834.81,833.98,834.68,834.46,835.11,834.82,744.53,218.84,300.41,400.03,500.05,523.42,608.79,719.99,834.79,493.36,834.7,835.44,834.7,835.1,834.51,834.71,835.27,735.73
132,248.71,334.35,406.35,504.23,573.76,646.95,735.69,834.93,834.07,834.68,834.8,833.98,834.67,834.45,835.12,834.81,737.94,218.62,300.39,400.13,500.08,523.4,608.78,719.99,834.77,493.36,834.68,835.43,834.7,835.09,834.51,834.7,835.27,734.75
133,248.71,334.35,406.35,504.23,573.74,646.95,735.69,834.93,834.07,834.68,834.8,833.98,834.67,834.45,835.12,834.81,728.31,218.84,300.4,400.12,500.08,523.42,608.78,719.99,834.78,493.36,834.69,835.44,834.7,835.09,834.51,834.69,835.28,733.25
134,248.71,334.35,406.35,504.23,573.74,646.95,735.69,834.93,834.07,834.68,834.8,833.98,834.67,834.45,835.12,834.81,723.05,218.84,300.4,400.03,500.05,523.42,608.78,719.99,834.77,493.36,834.69,835.44,834.7,835.1,834.51,834.69,835.27,730.76
135,248.71,334.06,406.43,504.25,573.89,647.55,735.15,834.93,834.07,834.66,834.81,833.98,834.67,834.45,835.11,834.81,713.37,218.62,300.42,400.13,500.07,523.47,616.77,719.99,834.79,493.36,834.69,835.43,834.7,835.09,834.51,834.73,835.27,729.02
136,248.71,334.38,406.35,504.23,574.13,647.55,735.69,834.92,834.07,834.66,834.81,833.98,834.65,834.45,835.11,834.79,709.75,218.62,300.4,400.13,500.05,523.42,608.78,719.99,834.78,493.36,834.68,835.49,834.7,835.09,834.51,834.7,835.27,728.32
137,248.71,334.44,406.35,504.23,574.14,648.04,735.69,834.9,834.07,834.66,834.74,833.98,834.66,834.46,835.11,834.77,707.31,218.53,300.4,400.13,500.04,523.42,608.8,719.99,834.78,493.36,834.67,835.48,834.7,835.08,834.51,834.7,835.27,726.51
138,248.56,331.39,404.87,504.12,587.37,647.31,736.02,834.87,834.06,834.65,834.72,833.98,834.66,834.53,835.05,834.78,707.09,218.23,300.41,399.72,500.2,523.02,608.75,720.3,834.75,492.92,834.67,835.41,834.68,835.08,834.51,834.71,835.26,725.15
139,248.77,334.58,406.34,504.09,573.7,648.04,735.69,834.91,834.07,834.68,834.74,833.98,834.66,834.46,835.12,834.78,706.81,217.55,300.46,400.12,500.09,524.21,608.76,719.98,834.78,493.36,834.67,835.5,834.7,835.08,834.51,834.69,835.27,721.83
140,249.03,334.61,406.42,504.07,573.89,646.95,735.69,834.91,834.07,834.68,834.74,833.98,834.65,834.45,835.1,834.77,706.8,217.55,300.45,400.03,500.06,524.23,608.79,719.98,834.79,493.36,834.68,835.5,834.7,835.09,834.51,834.72,835.27,721.17
141,249.1,334.61,406.33,504.07,574.13,648.04,735.69,834.9,834.07,834.66,834.74,833.98,834.65,834.45,835.11,834.76,706.81,217.24,300.45,400.12,500.09,524.21,608.78,719.99,834.78,493.36,834.66,835.49,834.7,835.08,834.51,834.7,835.27,720.66
142,249.11,334.69,406.1,505.93,573.89,655.38,735.75,834.86,834.07,834.68,834.79,833.98,834.68,834.49,835.17,834.79,706.67,216.88,300.47,399.79,500.12,524.23,608.78,720.67,834.78,493.31,834.67,835.53,834.76,835.06,834.51,834.7,835.27,717.95
143,249.13,334.56,406.3,504.07,574.13,648.04,735.69,834.91,834.07,834.66,834.75,833.98,834.66,834.46,835.1,834.77,706.68,217.33,300.45,400.12,500.05,524.21,608.81,719.98,834.79,493.36,834.67,835.49,834.7,835.08,834.51,834.72,835.27,717.12
144,249.13,334.5,406.11,504.07,573.68,646.95,735.69,834.91,834.07,834.66,834.74,833.98,834.65,834.45,835.12,834.77,706.4,217.33,300.45,400.03,500.07,524.21,608.78,719.98,834.77,493.36,834.66,835.49,834.7,835.06,834.51,834.7,835.27,716.58
145,249.13,334.36,406.11,504.07,573.73,646.95,735.69,834.91,834.07,834.68,834.74,833.98,834.66,834.46,835.12,834.78,706.11,217.54,300.45,400.11,500.09,524.21,608.77,719.98,834.78,493.36,834.67,835.5,834.7,835.06,834.51,834.69,835.27,712.36
146,249.13,334.36,406.11,504.09,573.74,648.04,735.69,834.91,834.07,834.68,834.74,833.98,834.67,834.47,835.12,834.79,705.79,217.33,300.45,400.12,500.08,524.21,608.81,719.98,834.78,493.36,834.67,835.48,834.7,835.07,834.51,834.7,835.27,710.5
147,249.13,334.34,406.11,504.07,573.7,646.95,735.69,834.91,834.07,834.68,834.73,833.98,834.64,834.44,835.11,834.76,705.8,217.53,300.45,400.11,500.09,524.21,608.76,719.98,834.78,493.36,834.67,835.5,834.7,835.08,834.51,834.69,835.26,710.23
148,249.13,334.34,406.11,504.07,573.73,646.95,735.69,834.91,834.07,834.66,834.73,833.98,834.63,834.42,835.11,834.76,705.58,217.55,300.45,400.01,500.09,524.21,608.77,719.98,834.78,493.36,834.66,835.5,834.67,835.06,834.51,834.69,835.26,709.56
149,249.13,334.34,406.21,504.07,573.89,646.95,735.69,834.91,834.07,834.66,834.74,833.98,834.65,834.45,835.1,834.77,705.23,217.55,300.45,400.02,500.06,524.24,608.79,719.98,834.79,493.36,834.68,835.5,834.7,835.06,834.51,834.72,835.27,706.82
150,249.13,334.34,406.24,504.07,573.73,646.95,735.69,834.91,834.07,834.66,834.74,833.98,834.66,834.46,835.12,834.78,704.25,217.55,300.45,400.01,500.09,524.21,608.78,719.98,834.78,493.36,834.67,835.5,834.7,835.06,834.51,834.69,835.27,704.07
151,249.13,334.34,406.33,504.07,573.77,646.95,735.69,834.91,834.07,834.66,834.73,833.98,834.65,834.45,835.11,834.77,704.12,217.55,300.45,400.02,500.06,524.21,608.8,719.98,834.79,493.36,834.68,835.49,834.7,835.06,834.51,834.69,835.27,703.7
152,249.11,334.45,406.12,505.68,574.26,655.27,735.75,834.85,834.07,834.66,834.78,833.98,834.65,834.44,835.15,834.76,704.04,217.07,300.5,399.68,500.14,524.18,608.78,720.69,834.78,493.31,834.66,835.56,834.74,835.06,834.51,834.69,835.27,702.64
153,249.13,334.34,406.35,504.06,574.24,646.95,735.71,834.91,834.07,834.66,834.73,833.98,834.63,834.42,835.11,834.76,704.14,217.52,300.45,400.15,500.1,524.21,608.81,719.98,834.78,493.36,834.66,835.5,834.67,835.06,834.51,834.69,835.26,700.77
154,249.13,334.34,406.4,504.07,574.48,647.55,735.69,834.91,834.07,834.64,834.75,833.98,834.66,834.46,835.11,834.78,704.12,217.33,300.45,400.12,500.07,524.21,608.81,719.97,834.79,493.36,834.67,835.49,834.7,835.05,834.51,834.72,835.27,700.65
155,249.13,334.35,406.4,504.09,574.45,647.95,735.69,834.91,834.07,834.66,834.75,833.98,834.67,834.47,835.11,834.79,704.12,217.33,300.45,400.12,500.06,524.21,608.79,719.98,834.79,493.36,834.67,835.5,834.7,835.06,834.51,834.72,835.27,700.72
156,249.15,334.36,406.4,504.07,574.44,646.95,735.69,834.91,834.07,834.66,834.75,833.98,834.67,834.47,835.11,834.79,704.12,217.33,300.45,400.12,500.06,524.21,608.79,719.98,834.79,493.36,834.67,835.5,834.7,835.05,834.51,834.72,835.27,700.69
157,249.22,334.41,406.4,504.09,574.44,647.17,735.69,834.91,834.07,834.66,834.75,833.98,834.67,834.47,835.11,834.79,704.12,217.55,300.45,400.12,500.06,524.21,608.79,719.98,834.79,493.36,834.68,835.5,834.7,835.05,834.51,834.71,835.28,700.72
158,249.26,334.48,406.35,504.09,574.31,647.49,735.69,834.91,834.07,834.66,834.74,833.98,834.66,834.46,835.12,834.78,704.14,217.33,300.45,400.11,500.09,524.21,608.78,719.98,834.78,493.36,834.66,835.5,834.7,835.06,834.51,834.7,835.27,700.72
159,249.26,334.56,406.35,504.07,574.3,647.8,735.69,834.91,834.07,834.66,834.74,833.98,834.67,834.47,835.12,834.79,704.12,217.33,300.45,400.16,500.06,524.21,608.81,719.98,834.79,493.36,834.67,835.47,834.7,835.05,834.51,834.7,835.27,700.73
160,249.26,334.61,406.35,504.07,574.28,647.79,735.71,834.91,834.07,834.66,834.73,833.98,834.64,834.44,835.11,834.76,704.14,217.32,300.45,400.11,500.08,524.21,608.88,719.98,834.78,493.36,834.66,835.5,834.7,835.05,834.51,834.7,835.28,700.77
161,249.09,331.52,404.82,503.86,587.37,647.31,736.02,834.88,834.06,834.63,834.71,833.98,834.63,834.49,835.01,834.76,704.2,216.97,300.46,399.76,500.11,523.81,608.74,720.3,834.75,492.92,834.65,835.41,834.65,835.05,834.51,834.71,835.26,700.97
162,249.26,334.61,406.4,503.97,574.51,646.95,735.69,834.91,834.07,834.66,834.74,833.98,834.64,834.43,835.1,834.77,704.12,217.59,300.45,400.07,500.1,524.21,608.81,719.98,834.79,493.36,834.66,835.5,834.67,835.06,834.51,834.71,835.27,700.72
163,249.27,334.42,406.49,503.69,574.21,647.48,735.71,834.92,834.07,834.66,834.73,833.97,834.61,834.42,835.06,834.81,704.14,217.15,300.39,400.12,500.08,520.52,608.88,720.01,834.76,493.36,834.66,835.46,834.66,835.06,834.52,834.61,835.27,700.84
164,249.26,334.59,406.35,503.94,574.33,646.94,735.71,834.91,834.07,834.66,834.73,833.98,834.63,834.42,835.08,834.75,704.14,217.54,300.45,400.01,500.08,524.19,608.88,719.98,834.76,493.36,834.66,835.46,834.67,835.07,834.51,834.61,835.28,700.77
165,249.21,334.61,406.35,504.08,574.33,646.94,735.71,834.91,834.07,834.66,834.73,833.98,834.63,834.42,835.08,834.75,704.14,217.29,300.45,400.11,500.09,524.19,608.88,719.98,834.76,493.46,834.66,835.46,834.67,835.05,834.51,834.62,835.27,700.77
166,249.12,334.61,406.35,503.93,574.33,646.94,735.61,834.91,834.07,834.66,834.73,833.98,834.63,834.42,835.08,834.73,704.14,217.58,300.48,400.11,500.1,524.19,608.88,719.98,834.76,493.57,834.66,835.46,834.67,835.07,834.51,834.61,835.28,700.77
167,248.68,334.27,406.37,504.29,574.9,647.9,735.09,834.91,834.07,834.66,834.75,833.98,834.64,834.43,835.34,834.69,704.29,216.86,300.42,400.22,499.94,522.85,617.38,720.24,834.79,493.87,834.65,835.45,834.67,835.05,834.51,834.73,835.32,700.64
168,248.77,334.59,406.35,503.93,574.37,646.95,735.69,834.91,834.07,834.66,834.73,833.98,834.64,834.43,835.08,834.76,704.12,217.54,300.45,400.07,500.05,524.21,608.8,719.98,834.77,493.57,834.66,835.45,834.67,835.06,834.51,834.61,835.27,700.72
169,248.76,334.59,406.35,504.01,574.34,646.94,735.61,834.91,834.07,834.66,834.75,833.98,834.63,834.42,835.08,834.73,704.14,217.56,300.48,400.13,500.07,524.19,608.88,719.98,834.76,493.59,834.66,835.46,834.67,835.07,834.51,834.61,835.28,700.77
170,248.76,334.59,406.35,503.9,574.34,646.94,735.65,834.91,834.07,834.66,834.75,833.98,834.63,834.42,835.08,834.73,704.14,217.75,300.45,400.15,500.08,524.19,608.88,719.98,834.76,493.81,834.66,835.46,834.67,835.07,834.51,834.61,835.28,700.77
171,248.76,334.61,406.29,504.08,574.26,646.94,735.61,834.91,834.07,834.66,834.73,833.98,834.63,834.42,835.11,834.74,704.14,217.57,300.48,400.1,500.08,524.19,608.88,719.98,834.78,493.93,834.66,835.5,834.67,835.05,834.51,834.69,835.28,700.77
172,248.83,334.59,406.34,503.97,574.24,646.95,735.69,834.91,834.07,834.66,834.74,833.98,834.64,834.43,835.07,834.76,704.12,217.57,300.45,400.05,500.05,524.21,608.81,719.98,834.78,493.93,834.66,835.46,834.67,835.07,834.51,834.63,835.27,700.72
173,248.84,334.55,406.34,503.97,574.42,646.95,735.69,834.91,834.07,834.66,834.74,833.98,834.64,834.43,835.07,834.76,704.12,217.53,300.45,400.06,500.04,524.21,608.81,719.97,834.77,493.93,834.66,835.46,834.67,835.06,834.51,834.63,835.27,700.72
174,248.84,334.55,406.29,503.93,574.23,646.95,735.69,834.91,834.07,834.66,834.73,833.98,834.63,834.42,835.08,834.75,704.14,217.54,300.45,400.07,500.06,524.21,608.78,719.98,834.76,493.93,834.66,835.46,834.67,835.07,834.51,834.61,835.27,700.72
175,248.61,334.37,406.29,504.05,574.2,646.94,735.71,834.91,834.07,834.66,834.73,833.98,834.63,834.42,835.08,834.75,704.14,217.52,300.45,400.11,500.07,524.21,608.88,719.98,834.76,493.93,834.66,835.46,834.67,835.06,834.51,834.61,835.29,700.77
176,248.5,334.37,406.32,503.85,573.32,646.93,735.69,834.91,834.07,834.66,834.74,833.98,834.63,834.46,835.08,834.79,704.14,217.46,300.45,400.07,500.03,524.19,608.76,719.98,834.76,493.93,834.7,835.5,834.67,835.07,834.55,834.61,835.24,700.77
177,248.35,334.35,406.29,503.94,574.06,646.94,735.61,834.91,834.07,834.66,834.75,833.98,834.63,834.42,835.08,834.73,704.14,217.6,300.48,400.09,500.08,524.19,608.88,719.98,834.76,493.93,834.66,835.46,834.67,835.07,834.51,834.61,835.27,700.77
178,248.23,334.35,406.31,504.05,574.02,646.94,735.71,834.91,834.07,834.66,834.73,833.98,834.63,834.42,835.08,834.75,704.14,217.54,300.45,400.11,500.07,524.21,608.88,719.98,834.76,493.93,834.66,835.46,834.67,835.05,834.51,834.61,835.29,700.77
179,248.22,334.33,406.31,503.91,573.99,646.94,735.71,834.91,834.07,834.66,834.73,833.98,834.63,834.42,835.08,834.75,704.14,217.49,300.45,400.06,500.07,524.21,608.88,719.98,834.76,493.93,834.66,835.46,834.67,835.06,834.51,834.61,835.28,700.77
180,248.22,334.34,406.39,504.05,574.03,646.95,735.69,834.91,834.07,834.66,834.73,833.98,834.63,834.42,835.08,834.75,704.14,217.54,300.45,400.06,500.06,524.21,608.78,719.98,834.75,493.93,834.66,835.46,834.67,835.06,834.51,834.61,835.27,700.72
181,248.22,334.34,406.47,504.01,573.99,646.94,735.61,834.91,834.07,834.66,834.75,833.98,834.63,834.42,835.08,834.73,704.14,217.73,300.48,400.15,500.07,524.19,608.88,719.98,834.76,493.93,834.66,835.46,834.67,835.07,834.51,834.61,835.27,700.77
182,248.22,334.34,406.85,503.79,574.02,646.95,735.69,834.91,834.07,834.66,834.74,833.98,834.64,834.43,835.07,834.76,704.12,216.83,300.42,400.01,500.06,523.36,608.81,719.96,834.77,493.97,834.66,835.46,834.67,835.06,834.51,834.63,835.27,700.73
183,248.22,334.39,407.08,503.93,574.02,646.95,735.69,834.91,834.07,834.66,834.75,833.98,834.63,834.42,835.08,834.75,704.14,217.51,300.45,400.06,500.08,524.19,608.77,719.98,834.76,493.93,834.66,835.46,834.67,835.07,834.51,834.61,835.26,700.72
184,248.43,334.67,407.13,503.99,573.99,646.94,735.61,834.91,834.07,834.66,834.75,833.98,834.63,834.42,835.08,834.73,704.14,217.6,300.48,400.14,500.07,524.19,608.88,719.98,834.76,493.93,834.66,835.46,834.67,835.07,834.51,834.61,835.28,700.77
185,248.49,334.74,407.17,503.94,573.98,646.94,735.69,834.91,834.07,834.66,834.75,833.98,834.63,834.42,835.08,834.73,704.14,217.6,300.48,400.17,500.08,524.19,608.88,719.98,834.76,493.93,834.66,835.46,834.67,835.07,834.51,834.61,835.28,700.77
186,248.49,334.75,407.13,503.97,574.02,646.95,735.69,834.91,834.07,834.66,834.73,833.98,834.64,834.43,835.08,834.76,704.12,217.58,300.45,400.06,500.06,524.21,608.8,719.98,834.77,493.93,834.66,835.45,834.67,835.07,834.51,834.61,835.27,700.72
187,248.52,335.52,406.78,505.66,574.0,655.11,735.67,834.85,834.07,834.66,834.77,833.98,834.64,834.43,835.13,834.72,704.05,217.1,300.5,399.75,500.18,524.18,608.85,720.66,834.74,493.94,834.66,835.5,834.74,835.07,834.51,834.59,835.26,700.77
